# Source: MiD 2023 Wege (LOCAL raw MiD2023_Wege.csv; national scientific-use delivery, never
#   committed), generated by scripts/extract_mid_w_zwd_groups.py on 2026-09-10.
# Code state: eqasim-bs f9dd787d (the commit that added the codeplan_unspecified spec variant);
#   groups from braunschweig.popsim.purpose_subtype (leisure_spec / other_errand_spec) and
#   braunschweig.popsim.shop_subtype -- imported, never retyped. The default / codeplan
#   data rows are unchanged from the previous generation of this file; the
#   codeplan_unspecified block is new.
# Table: mid2023_w_zwd_group_reference.csv
# Role: MEASUREMENT REFERENCE for scripts/compare_purpose_subtypes_srv.py (issue #242,
#   sub-project C). NOT a control target and NOT a validated calibration target: no stage
#   reads it, and nothing is re-estimated from it.
# Universe: weekday legs (kernwo in [1, 2, 3]) that are not route-break summary legs
#   (W_RBW != 1) -- the same filter as scripts/extract_mid_w_zweck_hwzweck1.py, whose
#   constants this script imports. A purpose's universe is the legs whose W_ZWECK is in
#   its spec's zweck_values, and only LABELLED legs of that universe enter the share --
#   exactly as purpose_subtype.estimate_group_probabilities does, through the very same
#   purpose_subtype.label_legs helper. A leg is LABELLED either by a W_ZWD code that is a
#   member of one of the spec's groups, or by a W_ZWECK-defined group (spec.zweck_groups),
#   which wins over the detail code. Sentinel legs are excluded from numerator AND
#   denominator; a leg labelled by a W_ZWECK group is NOT a sentinel leg even though its
#   W_ZWD is a design sentinel, so it is counted as labelled, not as an exclusion.
#   A W_ZWECK-defined group also WIDENS the purpose universe: under 'codeplan_unspecified' the
#     leisure universe is W_ZWECK [7, 10] instead of the [7] of the other variants, and the
#     added legs are labelled leisure_unspecified.
# Weights: W_GEW (MiD trip expansion weight).
# spec_variant: which combination of the two subtype config keys
#   (purpose_subtype_codeplan_sentinels, leisure_unspecified_subtype) a row was measured
#   under. Rendered from SPEC_VARIANT_DESCRIPTIONS in the generating script, so this text
#   and the comparison summary's cannot drift apart:
#   'default' -- purpose_subtype_codeplan_sentinels OFF and leisure_unspecified_subtype OFF
#     (LEISURE_SPEC / OTHER_ERRAND_SPEC): the no-detail codes W_ZWD 799 'Freizeit k.A.' and 699
#     'Erledigung k.A.' are ordinary members of leisure_activity / other_errand_long, and
#     W_ZWECK 10 'anderer Zweck' legs are not measured at all.
#   'codeplan' -- purpose_subtype_codeplan_sentinels ON, leisure_unspecified_subtype OFF (the
#     _CODEPLAN variants, ADR-0113): 799 and 699 become sentinels and leave estimation entirely;
#     W_ZWECK 10 legs are still not measured.
#   'codeplan_unspecified' -- both keys ON -- the PRODUCTION composition since issue #373
#     (ADR-0115): the _CODEPLAN variants plus the fifth, W_ZWECK-defined leisure group
#     leisure_unspecified, which holds the W_ZWECK 10 'anderer Zweck' legs that
#     w_zweck_10_as_leisure realises as leisure (ADR-0111). The leisure denominator here is the
#     labelled W_ZWECK 7 legs PLUS all W_ZWECK 10 legs, so the four W_ZWD groups' raw shares all
#     shrink by ONE common factor while their shares WITHIN the comparable universe are
#     unchanged from the codeplan variant. The shop and other-errand blocks are identical to the
#     codeplan variant's.
# Exclusions: n_legs_raw=1087393 (raw Wege-file row count), n_legs_after_weekday_rbw=738546 (67.92% kept;
#   the universe every count below is measured on), n_legs_invalid_weight=0 (missing or non-positive
#   W_GEW; the extraction RAISES if this is not 0), n_values_coerced_to_nan={'W_ZWECK': 0, 'W_ZWD': 0, 'W_GEW': 0, 'W_RBW': 0, 'kernwo': 0, 'wegkm_imp': 0} (per raw column, values
#   that became NaN under the numeric coercion of the raw text).
# Coverage (labelled / sentinel / missing-distance legs per variant and purpose). A leg
#   whose W_ZWECK puts it in a W_ZWECK-defined group (only leisure_unspecified today) is
#   LABELLED by that group and is therefore not counted as a sentinel; the extraction
#   WARNS whenever such a leg ALSO carries a valid W_ZWD group code (the 'overriding'
#   count below), because the group ASSUMES those legs carry design sentinels only:
#   codeplan/leisure: 58782/102558 legs labelled (57.32%), 43776 sentinel (42.68%);
#     0 labelled legs carry a wegkm_imp missing-value code (>= 9994) and are
#     excluded from the percentiles; 0 were labelled by a W_ZWECK group (0 overriding a valid
#     W_ZWD group code).
#   codeplan/other_errand: 20464/66755 legs labelled (30.66%), 46291 sentinel (69.34%);
#     0 labelled legs carry a wegkm_imp missing-value code (>= 9994) and are
#     excluded from the percentiles; 0 were labelled by a W_ZWECK group (0 overriding a valid
#     W_ZWD group code).
#   codeplan/shop: 46096/76952 legs labelled (59.90%), 30856 sentinel (40.10%);
#     0 labelled legs carry a wegkm_imp missing-value code (>= 9994) and are
#     excluded from the percentiles; 0 were labelled by a W_ZWECK group (0 overriding a valid
#     W_ZWD group code).
#   codeplan_unspecified/leisure: 98211/141987 legs labelled (69.17%), 43776 sentinel (30.83%);
#     0 labelled legs carry a wegkm_imp missing-value code (>= 9994) and are
#     excluded from the percentiles; 39429 were labelled by a W_ZWECK group (0 overriding a valid
#     W_ZWD group code).
#   codeplan_unspecified/other_errand: 20464/66755 legs labelled (30.66%), 46291 sentinel (69.34%);
#     0 labelled legs carry a wegkm_imp missing-value code (>= 9994) and are
#     excluded from the percentiles; 0 were labelled by a W_ZWECK group (0 overriding a valid
#     W_ZWD group code).
#   codeplan_unspecified/shop: 46096/76952 legs labelled (59.90%), 30856 sentinel (40.10%);
#     0 labelled legs carry a wegkm_imp missing-value code (>= 9994) and are
#     excluded from the percentiles; 0 were labelled by a W_ZWECK group (0 overriding a valid
#     W_ZWD group code).
#   default/leisure: 64012/102558 legs labelled (62.42%), 38546 sentinel (37.58%);
#     0 labelled legs carry a wegkm_imp missing-value code (>= 9994) and are
#     excluded from the percentiles; 0 were labelled by a W_ZWECK group (0 overriding a valid
#     W_ZWD group code).
#   default/other_errand: 22524/66755 legs labelled (33.74%), 44231 sentinel (66.26%);
#     0 labelled legs carry a wegkm_imp missing-value code (>= 9994) and are
#     excluded from the percentiles; 0 were labelled by a W_ZWECK group (0 overriding a valid
#     W_ZWD group code).
#   default/shop: 46096/76952 legs labelled (59.90%), 30856 sentinel (40.10%);
#     0 labelled legs carry a wegkm_imp missing-value code (>= 9994) and are
#     excluded from the percentiles; 0 were labelled by a W_ZWECK group (0 overriding a valid
#     W_ZWD group code).
# Columns: purpose, spec_variant, group (the subtype group name the model uses),
#   n_unweighted (labelled legs of the group), share_within_purpose (W_GEW share among the
#   purpose's labelled legs; the shares of one purpose and variant sum to 1),
#   km_p25/p50/p75 (W_GEW-weighted wegkm_imp percentiles in km, Hazen midpoint-CDF
#   convention via srv_distance_targets.weighted_quantiles -- the same definition the SrV
#   side uses, so the two are comparable), n_missing_distance (legs of the group excluded
#   from the percentiles because wegkm_imp carries a missing-value code).
# Rows: 25 = 8 (default) + 8 (codeplan) + 9 (codeplan_unspecified)
#   -- one row per (spec variant, purpose, group). The variants differ in row count
#   because only some of them define the W_ZWECK-defined leisure group.
# Invariants (checked before writing, the extraction raises on a violation): the shares of
#   each (spec_variant, purpose) block sum to 1 and lie inside [0, 1]; p25 <= p50 <= p75.
# Generated by scripts/extract_mid_w_zwd_groups.py; regenerate there, never edit.
purpose,spec_variant,group,n_unweighted,share_within_purpose,km_p25,km_p50,km_p75,n_missing_distance
shop,default,shop_daily,35647,0.7934109095,0.95,1.9,4.386974603,0
shop,default,shop_non_daily,10449,0.2065890905,1.47,3.8,9.5,0
other_errand,default,other_errand_long,12267,0.5238132829,1.71,3.92,9.5,0
other_errand,default,other_errand_short,10257,0.4761867171,0.98,2.94,8.680550036,0
leisure,default,leisure_activity,30880,0.4593520827,1.96,4.75,10.45,0
leisure,default,leisure_excursion,3591,0.0546359884,9.730967547,36.18287954,108.4346039,0
leisure,default,leisure_local,21538,0.341124518,1.9,2.94,4.9,0
leisure,default,leisure_visit,8003,0.1448874109,1.96,4.9,14.25,0
shop,codeplan,shop_daily,35647,0.7934109095,0.95,1.9,4.386974603,0
shop,codeplan,shop_non_daily,10449,0.2065890905,1.47,3.8,9.5,0
other_errand,codeplan,other_errand_long,10207,0.4860236034,1.47,3.899966218,9.5,0
other_errand,codeplan,other_errand_short,10257,0.5139763966,0.98,2.94,8.680550036,0
leisure,codeplan,leisure_activity,25650,0.4252941255,1.96,4.75,9.8,0
leisure,codeplan,leisure_excursion,3591,0.05807776649,9.730967547,36.18287954,108.4346039,0
leisure,codeplan,leisure_local,21538,0.3626135571,1.9,2.94,4.9,0
leisure,codeplan,leisure_visit,8003,0.1540145509,1.96,4.9,14.25,0
shop,codeplan_unspecified,shop_daily,35647,0.7934109095,0.95,1.9,4.386974603,0
shop,codeplan_unspecified,shop_non_daily,10449,0.2065890905,1.47,3.8,9.5,0
other_errand,codeplan_unspecified,other_errand_long,10207,0.4860236034,1.47,3.899966218,9.5,0
other_errand,codeplan_unspecified,other_errand_short,10257,0.5139763966,0.98,2.94,8.680550036,0
leisure,codeplan_unspecified,leisure_activity,25650,0.2413880274,1.96,4.75,9.8,0
leisure,codeplan_unspecified,leisure_excursion,3591,0.03296372239,9.730967547,36.18287954,108.4346039,0
leisure,codeplan_unspecified,leisure_local,21538,0.2058118512,1.9,2.94,4.9,0
leisure,codeplan_unspecified,leisure_unspecified,39429,0.4324209696,1.27,3.26,9.5,0
leisure,codeplan_unspecified,leisure_visit,8003,0.08741542945,1.96,4.9,14.25,0
